date,month,year,Season,carryover,max_rh_93612,max_stat_pres_93612,min_stat_press_93612,sum_sol_rad_93612,max_eto_93710,max_precip_93710,max_soil_temp_93710,max_wss_93720,min_wss_93720,nox,ozone,pm25,pollutant,aqi,max_dp,min_dp,max_bar_press,min_bar_press,max_oTemp,min_oTemp
2013-06-08T00:00:00,6,2013,0.25,201,89,991.901,987.901,4808494.0800002925,,,,5.7,0.0,0.015,0.113999962806702,37.0,pm25,105,7.80555,-8.71668,991.923,987.923,39.1,19.3
2013-06-09T00:00:00,6,2013,0.25,105,81,993.234,990.568,4482835.2000001371,,,,9.3,0.0,0.012,0.0719999670982361,25.0,ozone,104,12.4333,3.16111,993.256,990.59,32.2,16.1
2013-03-01T00:00:00,3,2013,0.0,89,98,1015.9,1010.57,2902786.5599999628,0.6,0.0,12.0,2.1,0.0,0.065,0.0679999589920044,37.0,pm25,105,,,1015.92,1010.59,22.2,5.3
2013-06-02T00:00:00,6,2013,0.25,200,86,991.901,987.901,4832616.9600002216,0.81,0.0,23.4,5.7,0.0,0.017,0.103999972343445,23.0,ozone,200,3.38888,-5.0889,991.923,987.923,35.4,16.9
2013-09-14T00:00:00,9,2013,1.0,129,93,991.901,987.901,3429469.4400001443,0.66,0.0,25.6,4.6,0.0,0.019,0.0839999914169312,26.0,ozone,146,9.36667,5.94444,991.923,987.923,33.2,16.5
2013-07-05T00:00:00,7,2013,1.0,200,64,993.234,989.234,4756227.8399999924,0.86,0.0,27.0,6.7,1.5,0.008,0.0649999976158142,19.0,ozone,84,13.2889,7.58333,993.256,989.257,35.9,17.0
2013-02-28T00:00:00,2,2013,0.0,97,95,1015.9,1013.23,2834438.4000000576,0.56,0.0,11.4,3.6,0.0,0.059,0.0559999980032444,30.0,pm25,89,,,1015.92,1013.25,21.6,2.9
2013-01-15T00:00:00,1,2013,0.0,149,100,1018.56,1015.9,1764990.719999942,0.26,0.0,7.6,1.5,0.0,0.149,0.0389999970793724,54.0,pm25,147,,,1018.59,1015.92,10.2,-3.5
2013-06-03T00:00:00,6,2013,0.25,200,79,993.234,989.234,4756227.8399998993,0.79,0.0,23.4,5.7,0.0,0.018,0.0849999785423279,23.0,ozone,150,8.53333,2.02777,993.256,989.257,33.3,13.4
2013-09-15T00:00:00,9,2013,1.0,146,91,993.234,990.568,3513899.5200000834,0.69,0.0,25.4,6.7,0.0,0.008,0.0609999969601631,19.0,ozone,71,6.77222,1.40555,993.256,990.59,30.7,14.2
2018-03-10T00:00:00,3,2018,0.0,65,92,1001.77,998.3,1403147.5200000082,0.25,0.25,12.8,7.2,0.0,0.0143,0.0373999923467636,12.8,pm25,52,6.87222,0.0333271,1001.79,998.323,16.9,8.8
2016-01-12T00:00:00,1,2016,0.0,93,89,1019.5,1014.43,1672519.6799999992,0.25,0.25,10.7,3.6,0.0,0.0423,0.0298000015318394,51.0,pm25,139,-2.67779,-11.8611,1019.92,1014.59,12.0,3.8
2019-01-02T00:00:00,1,2019,0.0,153,78,1012.03,1008.7,563984.00000000768,0.25,0.25,10.6,2.6,0.0,0.0777,0.0328999906778336,45.0,pm25,124,-5.36112,-10.5389,1012.05,1009.26,11.5,-2.5
2019-02-01T00:00:00,2,2019,0.0,116,97,1000.7,992.967,1089550.0799999638,0.25,0.25,12.7,5.1,0.0,0.0283,0.0288999937474728,21.3,pm25,70,4.71111,-2.41112,1000.72,992.99,15.1,6.3
