date,max_rh_93612,max_stat_pres_93612,min_stat_press_93612,sum_sol_rad_93612,max_eto_93710,max_precip_93710,max_soil_temp_93710,max_ws_93612,max_wss_93612,max_wd_93612,max_wds_93612,min_wd_93612,min_wds_93612,nox,pm25,ozone,aqi
2013-03-11T00:00:00,100,1010.57,1005.23,3204322.5599998431,0.67,0.0,12.8,2.682,2.682,355,355.0,41,43.0,0.062,23.0,0.0559999980032444,74
2013-10-07T00:00:00,81,999.9,995.9,3015359.9999999758,0.53,0.0,19.3,2.682,2.682,335,337.0,3,3.0,0.061,17.0,0.0719999670982361,104
2013-09-12T00:00:00,100,998.567,994.567,3558124.8000001949,0.63,0.0,25.4,2.682,2.682,341,342.0,14,25.0,0.025,24.0,0.0719999670982361,104
2013-10-04T00:00:00,84,1003.9,999.9,3111851.5199999218,0.52,0.0,19.7,2.235,2.682,354,356.0,14,22.0,0.047,18.0,0.0589999966323376,64
2013-07-07T00:00:00,91,994.567,991.901,4828596.4800002566,0.82,0.0,25.8,2.682,2.682,318,318.0,140,137.0,0.011,19.0,0.0849999785423279,150
2013-09-23T00:00:00,100,1001.23,997.234,3457612.8000001144,0.56,0.0,22.5,2.682,2.682,347,338.0,6,101.0,0.041,21.0,0.0719999670982361,104
2013-02-10T00:00:00,100,1005.23,1003.9,2006219.5199999623,0.3,0.0,9.0,2.235,2.682,313,343.0,14,15.0,0.046,36.0,0.0429999977350235,102
2013-06-01T00:00:00,75,997.234,991.901,4880862.720000078,0.81,0.0,22.7,2.682,2.682,310,311.0,73,67.0,0.031,20.0,0.102999985218048,200
2013-02-22T00:00:00,100,1010.57,1007.9,2536922.8800000069,0.43,0.0,9.9,2.235,2.682,279,357.0,3,21.0,0.087,40.0,0.0469999983906746,112
2013-02-14T00:00:00,100,1010.57,1007.9,2424349.4399999534,0.4,0.0,10.2,2.235,2.682,343,339.0,32,39.0,0.1,50.0,0.044999998062849,137
2013-06-20T00:00:00,88,999.9,995.9,4941169.920000229,0.77,0.0,22.3,5.364,5.364,324,326.0,280,280.0,0.01,7.0,0.0559999980032444,54
2013-08-01T00:00:00,70,1001.23,997.234,4639633.9199998239,0.85,0.0,27.2,5.364,5.364,329,329.0,281,273.0,0.014,13.0,0.056999996304512,58
2013-05-15T00:00:00,83,1001.23,997.234,4627572.4799998729,0.76,0.0,22.3,4.917,5.364,332,333.0,199,194.0,0.009,22.0,0.0739999413490295,111
2013-05-26T00:00:00,94,1003.9,1001.23,4547162.8800000884,0.79,0.0,20.2,4.917,5.364,319,319.0,294,294.0,0.005,11.0,0.0429999977350235,46
2013-05-16T00:00:00,92,1001.23,998.567,2243427.8399999794,0.37,0.0,22.0,5.364,5.364,322,323.0,296,296.0,0.016,17.0,0.0499999970197678,61
2013-05-30T00:00:00,93,999.9,997.234,4904985.6000003135,0.8,0.0,22.2,5.364,5.364,321,323.0,241,238.0,0.015,14.0,0.0659999847412109,87
2013-01-17T00:00:00,100,1011.9,1007.9,1849420.79999996,0.28,0.0,7.7,1.341,1.341,353,353.0,12,13.0,0.155,41.0,0.0339999981224537,115
2013-12-31T00:00:00,77,1009.23,1005.23,1479536.6399999817,0.28,0.0,9.5,1.341,1.341,346,349.0,16,10.0,0.143,71.0,0.0369999967515469,159
2013-12-24T00:00:00,85,1011.9,1009.23,1588089.6000000401,0.25,0.0,9.7,1.788,2.235,358,354.0,56,49.0,0.113,75.0,0.0429999977350235,161
2013-10-23T00:00:00,88,998.567,995.9,1116799.9999999944,0.45,0.0,18.5,2.235,2.235,353,360.0,1,65.0,0.048,53.0,0.0919999480247498,201
2013-12-13T00:00:00,86,1011.9,1007.9,1668499.2000000488,0.26,0.0,8.9,1.788,2.235,335,342.0,19,20.0,0.134,61.0,0.0359999984502792,154
2013-11-18T00:00:00,99,1005.23,1002.57,1354901.7599999777,0.24,0.0,14.0,2.235,2.235,359,319.0,3,2.0,0.056,33.0,0.0519999973475933,95
2013-02-02T00:00:00,100,1011.9,1009.23,976976.64000006171,0.2,0.0,10.1,2.235,2.235,346,348.0,21,5.0,0.064,54.0,0.0299999974668026,147
2013-10-06T00:00:00,84,1005.23,999.9,3127933.4400000288,0.58,0.0,19.3,2.235,2.235,349,351.0,24,25.0,0.055,16.0,0.0679999589920044,93
2013-02-12T00:00:00,92,1014.57,1010.57,2356001.2800000068,0.38,0.0,9.5,2.235,2.235,357,354.0,57,2.0,0.067,28.0,0.0499999970197678,84
2013-03-04T00:00:00,100,1006.57,1002.57,2942991.3599999188,0.59,0.0,13.3,2.235,2.235,347,347.0,1,7.0,0.042,17.0,0.0479999966919422,61
2013-11-14T00:00:00,100,1003.9,994.567,1813236.47999999,0.34,0.0,15.1,2.235,2.235,331,339.0,2,15.0,0.089,59.0,0.0819999575614929,153
2013-03-01T00:00:00,98,1015.9,1010.57,2902786.5599999628,0.6,0.0,12.0,2.235,2.235,347,349.0,30,22.0,0.065,37.0,0.0679999589920044,105
2013-10-26T00:00:00,100,1005.23,1001.23,2364042.2399999658,0.41,0.0,18.3,1.788,2.235,357,354.0,4,14.0,0.052,43.0,0.0889999866485596,201
2013-11-16T00:00:00,100,998.567,993.234,1789113.5999999843,0.33,0.0,14.5,2.235,2.235,334,330.0,29,34.0,0.053,29.0,0.0539999976754189,87
2013-02-13T00:00:00,100,1013.23,1009.23,2396206.0799999977,0.38,0.0,9.8,2.235,2.235,354,334.0,25,0.0,0.104,33.0,0.0509999990463257,95
2013-01-07T00:00:00,100,1010.57,1006.57,655338.23999999941,0.14,0.0,10.0,2.235,2.235,348,349.0,26,20.0,0.104,57.0,0.0329999998211861,152
2013-02-21T00:00:00,100,1007.9,1002.57,1769011.1999998922,0.39,0.0,9.6,2.235,2.235,357,354.0,33,6.0,0.096,21.0,0.028999999165535,70
2013-12-20T00:00:00,88,1001.23,997.234,1387065.5999999736,0.23,0.0,10.4,2.235,2.235,331,339.0,6,4.0,0.0969999,59.0,0.0319999977946281,153
2013-01-08T00:00:00,100,1010.57,1007.9,1648396.799999953,0.26,0.0,9.9,1.788,2.235,328,343.0,2,15.0,0.117,43.0,0.0369999967515469,119
2013-10-25T00:00:00,100,1006.57,1002.57,2360021.7599999183,0.42,0.0,18.3,1.788,2.235,359,354.0,2,6.0,0.066,41.0,0.0649999976158142,115
2013-11-29T00:00:00,100,1007.9,1003.9,1648396.8000000601,0.31,0.0,13.5,2.235,2.235,357,359.0,1,5.0,0.077,43.0,0.044999998062849,119
2013-02-27T00:00:00,100,1013.23,1009.23,2794233.5999999358,0.55,0.0,10.9,1.788,2.235,234,235.0,6,19.0,0.059,34.0,0.061999998986721,97
2013-01-23T00:00:00,92,1005.23,1001.23,663379.199999975,0.16,0.0,8.9,1.788,2.235,339,341.0,18,18.0,0.073,33.0,0.0219999998807907,95
2013-03-02T00:00:00,99,1010.57,1003.9,2585168.6400000346,0.55,0.0,12.6,2.235,2.235,327,327.0,58,64.0,0.037,38.0,0.0649999976158142,107
2013-10-24T00:00:00,91,1002.57,998.567,2360021.7599999919,0.43,0.0,18.4,2.235,2.235,318,318.0,83,85.0,0.053,41.0,0.0859999656677246,201
2013-01-30T00:00:00,100,1014.57,1011.9,1994158.0799999684,0.34,0.0,9.4,1.788,2.235,230,225.0,2,5.0,0.096,37.0,0.0379999987781048,105
2013-11-17T00:00:00,100,1003.9,998.567,1849420.7999999607,0.31,0.0,14.2,2.235,2.235,337,331.0,42,43.0,0.076,44.0,0.0529999993741512,122
2013-11-28T00:00:00,100,1003.9,997.234,1572007.679999904,0.28,0.0,13.8,2.235,2.235,326,327.0,5,7.0,0.0689999,43.0,0.0439999997615814,119
2013-02-15T00:00:00,100,1011.9,1009.23,2452492.8000000073,0.43,0.0,10.6,1.788,2.235,342,339.0,11,12.0,0.06,38.0,0.0549999997019768,107
2013-04-24T00:00:00,84,997.234,991.901,4285831.6799996821,0.72,0.0,16.5,4.47,4.47,345,343.0,138,138.0,0.007,40.0,0.0919999480247498,201
2013-05-23T00:00:00,82,999.9,997.234,4888903.6800001571,0.72,0.0,19.8,4.023,4.47,329,337.0,284,284.0,0.009,16.0,0.061999998986721,74
2013-07-18T00:00:00,87,1001.23,997.234,4716023.0399998724,0.82,0.0,26.6,4.47,4.47,341,341.0,163,162.0,0.019,17.0,0.074999988079071,115
2013-09-22T00:00:00,100,999.9,997.234,3473694.7200001846,0.56,0.0,23.2,4.47,4.47,334,335.0,291,288.0,0.01,12.0,0.0509999990463257,50
2013-06-22T00:00:00,73,997.234,993.234,4925088.00000023,0.8,0.0,22.7,4.47,4.47,334,339.0,6,19.0,0.018,53.0,0.0689999461174011,144
2013-07-15T00:00:00,70,997.234,993.234,4748186.8800001293,0.81,0.0,27.2,4.47,4.47,323,325.0,155,152.0,0.016,15.0,0.0729999542236328,108
2013-08-29T00:00:00,93,999.9,995.9,3968213.7600000342,0.75,0.0,26.4,4.47,4.47,315,316.0,268,267.0,0.013,19.0,0.0649999976158142,84
2013-08-06T00:00:00,88,999.9,997.234,4430568.9599997187,0.75,0.0,26.0,4.47,4.47,339,339.0,187,2.0,0.023,23.0,0.0599999986588955,74
2013-06-26T00:00:00,100,1001.23,998.567,4760248.3200002806,0.82,0.0,23.7,4.47,4.47,320,322.0,277,277.0,0.008,17.0,0.0219999998807907,61
2013-08-07T00:00:00,100,1002.57,998.567,4402425.59999963,0.7,0.0,25.8,4.023,4.47,323,323.0,262,261.0,0.008,21.0,0.0599999986588955,70
2013-04-29T00:00:00,95,997.234,991.901,4382323.1999996556,0.77,0.0,17.5,4.47,4.47,328,332.0,7,10.0,0.043,30.0,0.0889999866485596,201
2013-08-24T00:00:00,89,994.567,991.901,4153155.8399998047,0.75,0.0,26.2,4.47,4.47,358,355.0,11,7.0,0.022,18.0,0.0699999928474426,100
2013-07-28T00:00:00,84,994.567,991.901,4406446.0799997477,0.81,0.0,28.7,4.023,4.47,321,321.0,157,155.0,0.011,19.0,0.0679999589920044,93
2013-08-16T00:00:00,90,998.567,994.567,4100889.5999997426,0.75,0.0,26.2,4.023,4.47,333,334.0,204,154.0,0.018,14.0,0.0899999737739563,201
2013-01-06T00:00:00,100,1007.9,1005.23,578949.11999998824,0.09,3.5,9.8,3.576,3.576,340,339.0,62,65.0,0.017,18.0,0.0369999967515469,63
2013-02-19T00:00:00,100,999.9,993.234,783993.5999999874,0.18,5.0,10.7,4.47,4.917,358,343.0,91,6.0,0.011,9.0,0.0389999970793724,38
2019-01-29T00:00:00,97,1002.3,998.967,1029242.8799999936,0.25,0.25,12.0,2.1903,2.3244,338,340.9,338,21.7,0.0576,52.6,0.0316000059247017,143
2019-02-01T00:00:00,97,1000.7,992.967,1089550.0799999638,0.25,0.25,12.7,2.6373,2.8161,265,258.4,97,43.3,0.0283,21.3,0.0288999937474728,70
2018-03-10T00:00:00,92,1001.77,998.3,1403147.5200000082,0.25,0.25,12.8,4.6041,4.7382,300,336.5,266,37.6,0.0143,12.8,0.0373999923467636,52
2019-01-02T00:00:00,78,1012.03,1008.7,563984.00000000768,0.25,0.25,10.6,1.788,1.9221,132,336.8,97,25.1,0.0777,45.0,0.0328999906778336,124
2016-05-07T00:00:00,48,1004.3,1001.9,3091749.1200000276,0.5,0.5,19.8,3.8889,3.9783,313,324.7,313,64.7,0.0144,10.0,0.0486999936401844,45
2017-02-21T00:00:00,67,1010.7,1007.77,1990137.6000000876,0.5,0.5,13.9,5.0958,5.4087,104,356.0,104,1.7,0.0081,12.1,0.0456999950110912,51
2017-03-19T00:00:00,93,1005.1,1000.97,2150956.7999999258,0.5,0.5,15.9,2.5032,2.5926,329,330.9,149,11.2,0.0175,25.6,0.0581999942660332,79
2018-03-17T00:00:00,99,1004.97,1001.37,3168138.2399998545,0.5,0.5,11.8,4.8723,5.0958,355,355.0,36,16.7,0.0365,14.4,0.0433999933302402,56
2015-03-06T00:00:00,87,1014.57,1009.23,3148035.83999986,0.5,0.5,13.3,2.235,2.235,356,351.0,53,2.0,0.087,22.0,0.0549999997019768,72
2017-05-24T00:00:00,36,995.5,989.368,3328957.4399998877,0.75,0.75,19.7,3.8889,3.9783,321,351.6,287,54.4,0.0192,23.6,0.0840999484062195,147
2019-09-04T00:00:00,46,997.367,993.634,3751107.8400002597,0.75,0.75,25.6,2.8161,2.8608,330,332.7,213,22.5,0.02,23.2,0.101999998092651,200
2016-08-20T00:00:00,37,1003.63,999.1,3932029.4400001038,0.75,0.75,25.9,3.7548,3.8889,300,326.0,154,151.3,0.0223,27.0,0.107999980449677,82
2016-06-11T00:00:00,54,1002.3,999.233,3449571.8400000436,0.75,0.75,23.7,4.7829,4.9617,297,320.5,297,275.4,0.0077,11.0,0.0566999949514866,57
2015-08-20T00:00:00,71,1002.57,997.234,4201401.5999997053,0.75,0.75,22.9,3.576,3.576,314,314.0,255,256.0,0.01,41.0,0.0739999413490295,115
2016-05-17T00:00:00,67,1002.3,999.9,4679838.7199998582,0.75,0.75,22.2,2.9502,3.129,249,351.4,63,21.0,0.0319,15.0,0.0689999461174011,97
2015-08-25T00:00:00,51,1005.23,1001.23,4141094.3999999054,0.75,0.75,22.9,2.682,3.129,326,327.0,145,145.0,0.019,29.0,0.0849999785423279,150
2015-08-21T00:00:00,78,1001.23,998.567,4096869.1199998567,0.75,0.75,22.7,3.129,3.129,315,315.0,258,256.0,0.014,51.0,0.0799999833106995,139
2017-07-18T00:00:00,29,1000.57,996.7,4446650.8800000278,1.0,1.0,24.7,5.4981,5.7663,312,343.0,295,283.6,0.0124,52.4,0.0646999478340149,143
2019-12-30T00:00:00,100,1006.3,1001.63,884505.59999999125,0.18,0.18,12.8,2.0115,2.1903,332,338.5,30,4.1,0.0599,33.0,0.0173999927937984,95
2018-07-05T00:00:00,35,1004.3,1000.97,4764268.8000000361,0.18,0.18,25.1,3.6207,3.7548,308,313.6,308,132.9,0.0155,18.6,0.0669999718666077,90
2019-01-16T00:00:00,81,1004.3,1000.57,659358.71999998752,0.18,0.18,12.1,3.4866,3.7101,105,160.5,105,76.4,0.0141,16.9,0.0309999994933605,61
2019-02-06T00:00:00,49,1010.97,1004.83,2347960.3200000757,0.36,0.36,12.1,2.1456,2.5926,311,329.0,78,2.0,0.0735,29.7,0.037699993699789,88
2019-03-04T00:00:00,54,1006.83,1002.7,2593209.59999998,0.36,0.36,14.0,4.0677,4.2912,311,338.4,173,20.4,0.0134,6.4,0.0421999953687191,39
2017-03-05T00:00:00,100,1008.97,998.433,1760970.2399999632,0.36,0.36,12.7,5.9898,6.2133,334,354.0,137,1.8,0.0391,18.7,0.0466000027954578,65
2017-02-19T00:00:00,100,1004.7,994.567,1716744.9599999818,0.36,0.36,13.6,4.9617,5.0958,178,322.3,178,106.9,0.0061,11.0,0.0439999997615814,46
2016-03-21T00:00:00,96,1008.43,1005.37,1797154.5599999398,0.36,0.36,14.1,4.1571,4.3359,340,355.2,137,7.5,0.0134,27.0,0.0416000038385391,82
2019-09-05T00:00:00,52,1000.3,996.434,3043503.3600002849,0.72,0.72,25.8,3.8442,3.9783,308,358.3,167,157.5,0.0165,34.3,0.0845999717712402,149
2016-05-22T00:00:00,58,1009.37,1003.37,4724063.99999999,0.72,0.72,21.3,5.0064,5.1405,300,336.7,251,232.8,0.0054,7.0,0.0498000010848045,46
2019-09-09T00:00:00,76,999.767,995.367,3743066.8800002527,0.72,0.72,25.0,4.2465,4.3806,307,345.2,285,282.1,0.0152,12.4,0.04789999127388,52
2017-09-04T00:00:00,65,997.1,993.901,2922888.9600000395,0.72,0.72,28.6,3.7101,3.7995,305,321.2,150,50.5,0.0102,33.4,0.0691999793052673,97
2019-09-03T00:00:00,52,999.9,995.634,3759148.80000016,0.72,0.72,25.6,3.8442,3.9336,317,327.2,223,162.6,0.0149,20.3,0.073199987411499,109
2017-05-27T00:00:00,89,1004.3,1000.97,4567265.2799999807,0.72,0.72,19.1,3.3525,3.4866,301,318.3,280,258.3,0.0091,14.8,0.0558000020682812,57
2017-05-17T00:00:00,83,1002.03,998.3,3960172.7999999337,0.72,0.72,16.3,5.8557,6.0792,313,314.8,302,292.2,0.0074,10.5,0.0499999970197678,46
2018-04-28T00:00:00,75,1004.03,1000.17,4446650.8799996106,0.72,0.72,16.4,6.0792,6.2133,322,322.0,312,288.4,0.0062,12.4,0.0527999997138977,52
2015-08-22T00:00:00,76,1002.57,999.9,4076766.7199998773,0.72,0.72,22.8,2.682,2.682,314,318.0,193,195.0,0.011,34.0,0.0729999542236328,108
2018-04-25T00:00:00,57,1002.03,998.433,4297893.1199996816,0.72,0.72,16.7,3.6207,3.7101,342,347.0,319,150.8,0.0175,28.7,0.0829999446868896,143
2016-05-23T00:00:00,80,1004.03,999.1,4551183.3599998169,0.72,0.72,21.2,4.6488,4.7382,305,318.7,277,253.6,0.0066,10.0,0.047800000756979,44
2016-06-22T00:00:00,32,1003.1,1000.43,5061784.3200000813,0.97,0.97,24.2,5.6769,5.8557,323,349.3,293,272.9,0.0135,14.0,0.0745999813079834,114
2019-03-23T00:00:00,68,1008.7,1005.9,2239407.3600000832,0.47,0.47,13.7,4.6041,4.8723,331,359.2,295,288.2,0.0104,18.7,0.0521999932825565,65
2019-03-20T00:00:00,83,1004.3,1000.7,2279612.1599999066,0.47,0.47,13.8,4.8723,5.0511,282,324.3,122,34.9,0.0245,11.7,0.0461999960243702,49
2017-03-04T00:00:00,88,1002.57,998.833,2926909.4399999003,0.47,0.47,12.9,2.8161,3.0396,325,340.6,18,9.2,0.0366,18.5,0.0591000057756901,64
2016-02-26T00:00:00,63,1009.37,1006.03,2500738.560000014,0.47,0.47,12.5,2.9949,3.129,321,351.1,74,34.7,0.0632,35.0,0.0591999962925911,99
2016-03-08T00:00:00,55,1008.3,1002.83,2163018.2399999327,0.47,0.47,13.4,2.4138,2.682,336,338.2,336,6.0,0.0236,25.0,0.0416000038385391,78
2016-04-16T00:00:00,33,1008.3,1005.63,4173258.239999752,0.69,0.69,15.3,3.4419,3.5313,163,314.5,93,32.2,0.0161,31.0,0.0657999515533447,91
2017-05-14T00:00:00,77,998.967,995.634,4454691.8400000669,0.69,0.69,15.9,4.1571,4.2912,320,323.4,278,270.1,0.0067,10.0,0.0498999916017056,46
2018-04-12T00:00:00,78,1011.77,1004.17,4181299.1999997832,0.69,0.69,15.9,7.5096,7.7778,327,332.1,322,305.0,0.0053,6.7,0.0511999949812889,47
2018-04-26T00:00:00,54,1001.37,996.567,4253667.8399996832,0.69,0.69,16.9,5.0958,5.2299,314,327.6,305,203.6,0.015,19.1,0.0638999938964844,80
2016-08-27T00:00:00,81,1006.03,1002.7,3835537.9200001643,0.69,0.69,25.5,3.1737,3.2631,301,314.8,263,166.8,0.0079,18.0,0.0685999989509583,95
2017-01-30T00:00:00,100,1008.7,1008.3,589502.88000000431,0.33,0.33,10.6,1.9668,2.0562,302,310.9,74,15.5,0.1141,35.1,0.0396000035107136,99
2019-01-28T00:00:00,98,1005.1,1002.17,1218205.4400000395,0.33,0.33,11.8,1.8327,2.0115,225,353.7,61,9.6,0.0861999,63.6,0.038100004196167,155
2019-01-24T00:00:00,94,1012.43,1008.7,1917768.9599999825,0.33,0.33,11.6,1.341,1.7433,230,360.0,7,48.3,0.0692,32.7,0.0336000025272369,94
2017-03-10T00:00:00,99,1008.7,1004.83,2203223.0399999558,0.33,0.33,13.8,2.6373,2.7267,271,354.2,56,9.8,0.0337,28.9,0.0501999966800213,86
2018-03-02T00:00:00,98,1002.83,999.367,1077488.6400000139,0.33,0.33,9.7,5.0064,5.2299,146,347.2,8,7.6,0.0119,6.3,0.0416999943554401,39
2018-04-01T00:00:00,32,1000.3,995.367,3843578.880000161,0.66,0.66,18.0,2.9949,3.0843,318,340.5,250,6.5,0.0164,14.5,0.0549999997019768,56
2018-04-20T00:00:00,69,1008.17,1004.57,4330056.9599996209,0.66,0.66,14.7,2.5479,2.7714,343,349.6,55,16.2,0.0166,14.0,0.0536000058054924,55
2017-04-22T00:00:00,92,1002.7,998.833,3706882.5599997388,0.66,0.66,16.9,5.364,5.5428,265,320.3,265,23.3,0.0187,19.5,0.0748999714851379,115
2018-04-10T00:00:00,78,1003.37,1000.57,3144015.36000008,0.66,0.66,16.3,5.5428,5.6769,38,351.8,38,0.7,0.0373,13.3,0.0568000003695488,57
2019-03-29T00:00:00,89,1012.17,1009.37,3815435.5200002561,0.66,0.66,14.2,4.6935,4.917,316,332.1,299,294.4,0.0099,9.7,0.0476999953389168,44
2017-04-25T00:00:00,87,1004.17,1001.5,3815435.51999997,0.66,0.66,16.7,6.3027,6.4815,324,329.4,303,302.8,0.0049,10.4,0.0576999932527542,60
2017-04-19T00:00:00,100,1009.63,1007.1,4197381.1199997636,0.66,0.66,16.6,4.4253,4.5594,307,324.7,6,1.1,0.0196,11.4,0.0548000000417233,50
2015-08-06T00:00:00,70,1001.23,997.234,2963093.760000058,0.66,0.66,23.7,3.129,3.576,357,356.0,91,95.0,0.04,35.0,0.0759999752044678,118
2016-06-02T00:00:00,59,1004.03,1000.97,4527060.4800002482,0.91,0.91,24.6,3.8889,3.9783,305,320.9,282,23.1,0.0204,17.0,0.0920999646186829,201
2018-06-13T00:00:00,60,993.901,990.568,4888903.6800002363,0.91,0.91,22.6,3.5313,3.6654,290,353.5,154,25.5,0.0229,18.5,0.0823999643325806,141
2016-06-26T00:00:00,31,1003.63,1001.1,4828596.4799999837,0.91,0.91,24.6,4.3806,4.5147,290,348.2,239,2.1,0.0147,16.0,0.0851999521255493,201
2017-06-20T00:00:00,63,995.767,992.034,4788391.6800001012,0.91,0.91,23.3,4.1571,4.2912,323,329.0,302,115.7,0.0263,20.5,0.0866999626159668,201
2018-06-24T00:00:00,41,995.5,991.501,4876842.2400002936,0.91,0.91,23.2,4.5594,4.6935,314,320.6,313,69.9,0.0121,20.0,0.0692999958992004,98
2016-05-29T00:00:00,51,1002.97,1000.03,4840657.9200001359,0.91,0.91,23.6,4.9617,5.0958,300,317.1,296,68.8,0.0112,15.0,0.0704999566078186,99
2017-04-07T00:00:00,100,1002.03,998.034,591010.5600000238,0.11,0.11,17.5,3.7548,4.023,88,143.6,88,30.7,0.013,13.3,0.0509999990463257,54
2017-02-20T00:00:00,100,1008.3,1002.97,550805.76000000827,0.11,0.11,13.4,5.0064,5.1852,134,154.3,134,103.8,0.005,11.2,0.0388000011444092,47
2017-02-02T00:00:00,84,1006.03,1002.17,1186041.5999999696,0.22,0.22,11.9,2.7714,2.9502,94,175.9,91,91.6,0.023,31.8,0.038199994713068,92
2016-01-07T00:00:00,96,1009.9,1003.23,1302635.5200000082,0.22,0.22,10.8,2.9055,3.0843,340,340.7,7,7.1,0.0221,16.0,0.040499996393919,59
2019-02-15T00:00:00,95,1006.7,1001.23,1001099.5199999721,0.22,0.22,11.7,4.0677,4.2465,355,354.4,61,4.0,0.0112,8.8,0.0391000024974346,37
2019-11-20T00:00:00,79,991.501,984.568,1073468.1599999766,0.22,0.22,16.9,3.7548,3.9336,170,352.5,140,15.3,0.0186,19.4,0.0298000015318394,66
2017-04-18T00:00:00,100,1007.77,1003.5,1511700.4799999497,0.22,0.22,16.5,2.8608,3.0396,320,334.6,283,63.0,0.0315,10.4,0.0408999919891357,43
2016-02-27T00:00:00,96,1011.37,1006.97,2569086.7200000067,0.44,0.44,12.9,2.9055,2.9502,304,358.8,183,85.0,0.0175,42.0,0.0558000020682812,117
2015-08-04T00:00:00,68,1003.9,1001.23,2621352.9599999832,0.44,0.44,24.1,4.47,4.917,316,317.0,190,186.0,0.023,24.0,0.0459999963641167,76
2019-11-02T00:00:00,64,1007.1,1002.17,2175079.6800001049,0.44,0.44,17.3,1.7433,1.8774,290,299.7,71,20.8,0.0579,31.3,0.0644999742507935,91
2019-03-21T00:00:00,45,1006.97,1004.03,2504759.0399999926,0.44,0.44,13.8,3.6654,3.8889,315,336.4,49,2.8,0.0225,13.9,0.04789999127388,55
2017-02-22T00:00:00,92,1010.43,1006.43,2539268.1600000593,0.44,0.44,14.0,5.6769,5.9898,320,349.7,320,296.4,0.006,9.8,0.0446000024676323,41
2019-03-09T00:00:00,93,1003.63,999.233,2150956.7999999519,0.44,0.44,13.3,3.3525,3.576,12,199.1,12,13.3,0.0244,11.5,0.0418999902904034,48
2015-02-26T00:00:00,91,999.9,998.567,618079.00000000186,0.44,0.44,12.7,1.788,2.235,356,347.0,2,1.0,0.064,36.0,0.0579999983310699,102
2017-03-06T00:00:00,98,1012.97,1009.5,3184220.1599997897,0.44,0.44,12.1,3.2631,3.7101,344,359.4,271,3.0,0.0395,11.9,0.04789999127388,50
2018-02-28T00:00:00,84,1010.03,1006.7,2770110.7199999588,0.44,0.44,10.2,2.9949,3.2631,142,184.9,142,67.2,0.0373,18.8,0.0446000024676323,65
2017-09-29T00:00:00,38,1001.1,997.367,3087728.6399999293,0.63,0.63,20.0,3.2184,3.3972,324,339.2,2,5.3,0.0511,17.6,0.0767999887466431,121
2019-04-02T00:00:00,78,1000.97,996.034,3031441.9199999394,0.63,0.63,14.9,5.5428,5.811,331,337.5,291,25.7,0.0144,22.6,0.0453999936580658,73
2019-03-17T00:00:00,30,1006.83,1001.9,3542042.880000114,0.63,0.63,13.1,2.8608,3.0396,315,348.1,93,35.5,0.029,14.6,0.0573999918997288,59
2016-05-03T00:00:00,77,1004.3,999.767,3461633.2800000547,0.63,0.63,21.5,2.9502,3.1737,296,354.3,273,14.7,0.0263,7.0,0.0721999406814575,105
2017-09-28T00:00:00,65,1001.5,997.767,3300814.0799997593,0.63,0.63,19.7,2.7714,2.9949,22,319.8,22,8.8,0.0366,17.9,0.0753999352455139,116
2018-04-04T00:00:00,58,1003.5,1000.7,3332977.9200000437,0.63,0.63,16.6,3.9336,4.0677,312,353.6,140,2.1,0.0262,15.6,0.0571000054478645,58
2017-03-15T00:00:00,74,1006.17,1002.83,3304834.5599999176,0.63,0.63,15.7,3.9783,4.0677,317,354.2,211,62.7,0.0416,19.7,0.0631999969482422,78
2017-09-19T00:00:00,60,1001.37,998.567,3485756.1600000472,0.63,0.63,22.3,5.0064,5.0958,319,319.1,310,281.1,0.0086,12.4,0.0508999936282635,52
2017-05-07T00:00:00,100,999.5,992.301,3863681.2799999341,0.63,0.63,19.4,3.6654,3.8442,231,237.2,133,53.7,0.0427,20.3,0.0538999922573566,68
2018-07-24T00:00:00,41,1001.1,998.034,4450671.3599999789,0.88,0.88,25.3,4.6935,4.8723,311,327.3,290,236.6,0.0133,20.5,0.0644999742507935,82
2016-06-03T00:00:00,60,1005.1,1000.83,4844678.4000003645,0.88,0.88,24.7,2.9055,3.0843,280,358.5,280,5.5,0.0238,28.0,0.09579998254776,201
2019-06-28T00:00:00,66,1002.3,999.767,4209442.5600001477,0.88,0.88,23.2,5.4534,5.6769,319,335.9,166,34.4,0.0081,14.3,0.0533999912440777,56
2018-07-12T00:00:00,30,998.167,995.1,3505858.5599998794,0.88,0.88,24.9,3.2184,3.3525,316,320.9,212,113.2,0.0154,18.2,0.0692999958992004,98
2018-07-18T00:00:00,40,999.367,995.634,4523040.0000001481,0.88,0.88,25.0,3.129,3.3525,319,358.6,289,127.5,0.0333,27.3,0.0907999873161316,201
2017-06-29T00:00:00,71,999.233,996.567,5017559.04000027,0.88,0.88,25.7,4.1571,4.2912,319,330.8,282,228.5,0.0165,17.1,0.0591999962925911,65
2017-07-31T00:00:00,51,1002.3,997.5,4442630.3999998737,0.88,0.88,26.3,4.3359,4.4253,323,324.7,308,42.1,0.0145,20.3,0.0776000022888184,124
2016-05-18T00:00:00,58,1004.43,999.633,4691900.160000246,0.88,0.88,22.8,3.4866,3.7548,311,311.0,138,43.2,0.0153,11.0,0.0652999877929688,85
2019-06-26T00:00:00,54,1000.17,995.767,1496749.3200000261,0.88,0.88,23.8,5.4534,5.5875,307,323.0,300,295.6,0.0067,12.3,0.0483000017702579,51
